id,date,sales,forecast
FOODS_1_218_TX_2_validation,2016-03-28,4,14.526129840996619
FOODS_1_218_TX_2_validation,2016-03-29,6,14.456770927640346
FOODS_1_218_TX_2_validation,2016-03-30,15,14.490989403653973
FOODS_1_218_TX_2_validation,2016-03-31,20,14.490989403653973
FOODS_1_218_TX_2_validation,2016-04-01,31,18.295642823685718
FOODS_1_218_TX_2_validation,2016-04-02,19,15.743268362703173
FOODS_1_218_TX_2_validation,2016-04-03,16,18.313887199853863
FOODS_1_218_TX_2_validation,2016-04-04,10,14.566863500840354
FOODS_1_218_TX_2_validation,2016-04-05,4,17.09540812917856
FOODS_1_218_TX_2_validation,2016-04-06,9,16.468266344072376
FOODS_1_218_TX_2_validation,2016-04-07,8,16.426593981174534
FOODS_1_218_TX_2_validation,2016-04-08,16,14.555373492289089
FOODS_1_218_TX_2_validation,2016-04-09,22,18.03675685910878
FOODS_1_218_TX_2_validation,2016-04-10,14,15.54640731009063
FOODS_1_218_TX_2_validation,2016-04-11,11,16.445143308797032
FOODS_1_218_TX_2_validation,2016-04-12,10,16.445143308797032
FOODS_1_218_TX_2_validation,2016-04-13,8,16.537564961968474
FOODS_1_218_TX_2_validation,2016-04-14,3,14.533540065621594
FOODS_1_218_TX_2_validation,2016-04-15,18,16.51314759002902
FOODS_1_218_TX_2_validation,2016-04-16,19,15.60883312266661
FOODS_1_218_TX_2_validation,2016-04-17,17,15.693501418526733
FOODS_1_218_TX_2_validation,2016-04-18,13,14.588305035514065
FOODS_1_218_TX_2_validation,2016-04-19,13,14.560659274617965
FOODS_1_218_TX_2_validation,2016-04-20,11,14.58249270128546
FOODS_1_218_TX_2_validation,2016-04-21,16,14.64767991591254
FOODS_1_218_TX_2_validation,2016-04-22,9,14.84273797027719
FOODS_1_218_TX_2_validation,2016-04-23,17,16.40353983124121
FOODS_1_218_TX_2_validation,2016-04-24,14,16.310328164982526
FOODS_2_197_CA_1_validation,2016-03-28,26,15.282021671681827
FOODS_2_197_CA_1_validation,2016-03-29,12,15.282021671681827
FOODS_2_197_CA_1_validation,2016-03-30,12,15.356859485896265
FOODS_2_197_CA_1_validation,2016-03-31,9,15.287577935900183
FOODS_2_197_CA_1_validation,2016-04-01,9,17.047977494370876
FOODS_2_197_CA_1_validation,2016-04-02,23,22.32711229754624
FOODS_2_197_CA_1_validation,2016-04-03,25,22.193121178597707
FOODS_2_197_CA_1_validation,2016-04-04,28,17.208917478323905
FOODS_2_197_CA_1_validation,2016-04-05,12,17.200389819764393
FOODS_2_197_CA_1_validation,2016-04-06,23,17.064887247054674
FOODS_2_197_CA_1_validation,2016-04-07,12,17.350644429501077
FOODS_2_197_CA_1_validation,2016-04-08,35,17.030312710194156
FOODS_2_197_CA_1_validation,2016-04-09,37,21.328466324169284
FOODS_2_197_CA_1_validation,2016-04-10,23,21.309029466733318
FOODS_2_197_CA_1_validation,2016-04-11,20,15.416706425988444
FOODS_2_197_CA_1_validation,2016-04-12,40,15.385715185258015
FOODS_2_197_CA_1_validation,2016-04-13,7,15.20487850736549
FOODS_2_197_CA_1_validation,2016-04-14,9,15.144984392544556
FOODS_2_197_CA_1_validation,2016-04-15,9,15.296287641396368
