id,date,sales,forecast
FOODS_1_218_TX_2_validation,2016-03-28,4,10.71207405964924
FOODS_1_218_TX_2_validation,2016-03-29,6,10.746273201898589
FOODS_1_218_TX_2_validation,2016-03-30,15,12.737599745860166
FOODS_1_218_TX_2_validation,2016-03-31,20,13.072328591940959
FOODS_1_218_TX_2_validation,2016-04-01,31,16.44591303880486
FOODS_1_218_TX_2_validation,2016-04-02,19,21.37211996557255
FOODS_1_218_TX_2_validation,2016-04-03,16,25.839137069026037
FOODS_1_218_TX_2_validation,2016-04-04,10,12.876022377386562
FOODS_1_218_TX_2_validation,2016-04-05,4,14.004281404572112
FOODS_1_218_TX_2_validation,2016-04-06,9,13.72129879006161
FOODS_1_218_TX_2_validation,2016-04-07,8,13.25615081920148
FOODS_1_218_TX_2_validation,2016-04-08,16,14.352328276175172
FOODS_1_218_TX_2_validation,2016-04-09,22,23.821594318221628
FOODS_1_218_TX_2_validation,2016-04-10,14,18.905784494250838
FOODS_1_218_TX_2_validation,2016-04-11,11,11.692240226410377
FOODS_1_218_TX_2_validation,2016-04-12,10,13.311642138400885
FOODS_1_218_TX_2_validation,2016-04-13,8,15.810516314775441
FOODS_1_218_TX_2_validation,2016-04-14,3,11.742200920413211
FOODS_1_218_TX_2_validation,2016-04-15,18,14.736791219007841
FOODS_1_218_TX_2_validation,2016-04-16,19,18.622200922008687
FOODS_1_218_TX_2_validation,2016-04-17,17,20.696705146925638
FOODS_1_218_TX_2_validation,2016-04-18,13,11.59641535186654
FOODS_1_218_TX_2_validation,2016-04-19,13,11.04083525752219
FOODS_1_218_TX_2_validation,2016-04-20,11,13.289431343586216
FOODS_1_218_TX_2_validation,2016-04-21,16,12.437476548944232
FOODS_1_218_TX_2_validation,2016-04-22,9,14.763550243230043
FOODS_1_218_TX_2_validation,2016-04-23,17,19.39519977243151
FOODS_1_218_TX_2_validation,2016-04-24,14,20.809559823732684
FOODS_2_197_CA_1_validation,2016-03-28,26,9.785283772060097
FOODS_2_197_CA_1_validation,2016-03-29,12,9.963701410412455
FOODS_2_197_CA_1_validation,2016-03-30,12,12.347062664104328
FOODS_2_197_CA_1_validation,2016-03-31,9,10.388933534239527
FOODS_2_197_CA_1_validation,2016-04-01,9,17.047447633871343
FOODS_2_197_CA_1_validation,2016-04-02,23,25.422608173040317
FOODS_2_197_CA_1_validation,2016-04-03,25,25.560780928601048
FOODS_2_197_CA_1_validation,2016-04-04,28,15.258107654576975
FOODS_2_197_CA_1_validation,2016-04-05,12,14.284068771416287
FOODS_2_197_CA_1_validation,2016-04-06,23,15.94869273347365
FOODS_2_197_CA_1_validation,2016-04-07,12,15.07917997095933
FOODS_2_197_CA_1_validation,2016-04-08,35,14.882610245873366
FOODS_2_197_CA_1_validation,2016-04-09,37,22.336564032750175
FOODS_2_197_CA_1_validation,2016-04-10,23,23.964265300299758
FOODS_2_197_CA_1_validation,2016-04-11,20,11.267880072310504
FOODS_2_197_CA_1_validation,2016-04-12,40,9.647246900339724
FOODS_2_197_CA_1_validation,2016-04-13,7,10.031045835475993
FOODS_2_197_CA_1_validation,2016-04-14,9,10.371129772496943
FOODS_2_197_CA_1_validation,2016-04-15,9,11.48548124403203
FOODS_2_197_CA_1_validation,2016-04-16,22,19.234716218254448
FOODS_2_197_CA_1_validation,2016-04-17,24,21.253467745267812
FOODS_2_197_CA_1_validation,2016-04-18,21,10.736593118377982
FOODS_2_197_CA_1_validation,2016-04-19,22,9.083029135397851
FOODS_2_197_CA_1_validation,2016-04-20,25,8.407324721902569
FOODS_2_197_CA_1_validation,2016-04-21,11,9.783818927640027
FOODS_2_197_CA_1_validation,2016-04-22,11,11.674347328190265
FOODS_2_197_CA_1_validation,2016-04-23,19,17.759571988546668
FOODS_2_197_CA_1_validation,2016-04-24,33,18.021289362243806
FOODS_2_197_CA_3_validation,2016-03-28,9,10.97582797642167
