id,date,sales,forecast
FOODS_1_218_TX_2_validation,2016-03-28,4,11.065142051316203
FOODS_1_218_TX_2_validation,2016-03-29,6,12.072061709006864
FOODS_1_218_TX_2_validation,2016-03-30,15,14.252978040498878
FOODS_1_218_TX_2_validation,2016-03-31,20,12.624946962603119
FOODS_1_218_TX_2_validation,2016-04-01,31,13.836536472608628
FOODS_1_218_TX_2_validation,2016-04-02,19,14.245017967973396
FOODS_1_218_TX_2_validation,2016-04-03,16,14.054763914518027
FOODS_1_218_TX_2_validation,2016-04-04,10,11.503804416955695
FOODS_1_218_TX_2_validation,2016-04-05,4,12.792085111127559
FOODS_1_218_TX_2_validation,2016-04-06,9,14.9081838472352
FOODS_1_218_TX_2_validation,2016-04-07,8,13.294522838020058
FOODS_1_218_TX_2_validation,2016-04-08,16,13.434453064359486
FOODS_1_218_TX_2_validation,2016-04-09,22,14.851207243871567
FOODS_1_218_TX_2_validation,2016-04-10,14,13.63270363885741
FOODS_1_218_TX_2_validation,2016-04-11,11,12.17063447556287
FOODS_1_218_TX_2_validation,2016-04-12,10,12.916859709643855
FOODS_1_218_TX_2_validation,2016-04-13,8,14.977880246348779
FOODS_1_218_TX_2_validation,2016-04-14,3,12.883941256554362
FOODS_1_218_TX_2_validation,2016-04-15,18,14.047372275871975
FOODS_1_218_TX_2_validation,2016-04-16,19,14.400241047519481
FOODS_1_218_TX_2_validation,2016-04-17,17,13.719651079238801
FOODS_1_218_TX_2_validation,2016-04-18,13,11.787384802760382
FOODS_1_218_TX_2_validation,2016-04-19,13,12.514583150568503
FOODS_1_218_TX_2_validation,2016-04-20,11,14.52322702097119
FOODS_1_218_TX_2_validation,2016-04-21,16,12.989603508729354
FOODS_1_218_TX_2_validation,2016-04-22,9,13.616290969860032
FOODS_1_218_TX_2_validation,2016-04-23,17,14.467374627349411
FOODS_1_218_TX_2_validation,2016-04-24,14,13.804055761765646
FOODS_2_197_CA_1_validation,2016-03-28,26,11.695306366720727
FOODS_2_197_CA_1_validation,2016-03-29,12,10.047462506780601
FOODS_2_197_CA_1_validation,2016-03-30,12,9.706749392705408
FOODS_2_197_CA_1_validation,2016-03-31,9,8.090464004073274
FOODS_2_197_CA_1_validation,2016-04-01,9,16.233930252222116
FOODS_2_197_CA_1_validation,2016-04-02,23,21.092787479648287
FOODS_2_197_CA_1_validation,2016-04-03,25,23.67757626457608
FOODS_2_197_CA_1_validation,2016-04-04,28,19.54504447463893
FOODS_2_197_CA_1_validation,2016-04-05,12,16.986991267439755
FOODS_2_197_CA_1_validation,2016-04-06,23,15.783211060265149
FOODS_2_197_CA_1_validation,2016-04-07,12,13.780807378906232
FOODS_2_197_CA_1_validation,2016-04-08,35,16.50318182783907
FOODS_2_197_CA_1_validation,2016-04-09,37,21.157121678214374
FOODS_2_197_CA_1_validation,2016-04-10,23,23.6255745690087
FOODS_2_197_CA_1_validation,2016-04-11,20,14.376726349981734
FOODS_2_197_CA_1_validation,2016-04-12,40,11.825735691623242
FOODS_2_197_CA_1_validation,2016-04-13,7,10.622555820003292
FOODS_2_197_CA_1_validation,2016-04-14,9,8.637838855375431
FOODS_2_197_CA_1_validation,2016-04-15,9,11.319105672697338
FOODS_2_197_CA_1_validation,2016-04-16,22,15.908508992166691
FOODS_2_197_CA_1_validation,2016-04-17,24,18.3425723033653
FOODS_2_197_CA_1_validation,2016-04-18,21,14.27172783968074
FOODS_2_197_CA_1_validation,2016-04-19,22,11.753878384564018
FOODS_2_197_CA_1_validation,2016-04-20,25,10.566230154343224
FOODS_2_197_CA_1_validation,2016-04-21,11,8.607519243031222
FOODS_2_197_CA_1_validation,2016-04-22,11,11.253112808282012
FOODS_2_197_CA_1_validation,2016-04-23,19,15.78163155462025
FOODS_2_197_CA_1_validation,2016-04-24,33,18.183360614541147
FOODS_2_197_CA_3_validation,2016-03-28,9,9.953230941463342
FOODS_2_197_CA_3_validation,2016-03-29,7,9.431618106252612
FOODS_2_197_CA_3_validation,2016-03-30,7,10.87294633102821
FOODS_2_197_CA_3_validation,2016-03-31,10,9.881884146642644
FOODS_2_197_CA_3_validation,2016-04-01,14,16.225669700656283
FOODS_2_197_CA_3_validation,2016-04-02,14,17.09754772410755
FOODS_2_197_CA_3_validation,2016-04-03,18,16.16575890176673
FOODS_2_197_CA_3_validation,2016-04-04,10,16.414449876174633
FOODS_2_197_CA_3_validation,2016-04-05,13,16.362277628601724
FOODS_2_197_CA_3_validation,2016-04-06,9,16.541029562977307
FOODS_2_197_CA_3_validation,2016-04-07,13,16.42702386102333
FOODS_2_197_CA_3_validation,2016-04-08,7,16.45068305647494
FOODS_2_197_CA_3_validation,2016-04-09,14,16.556667636749214
FOODS_2_197_CA_3_validation,2016-04-10,18,16.446617888787273
FOODS_2_197_CA_3_validation,2016-04-11,12,10.307605472381743
FOODS_2_197_CA_3_validation,2016-04-12,8,10.301900407605515
FOODS_2_197_CA_3_validation,2016-04-13,11,10.323590917008511
